town,name,drg,grant_name,grant_type,pay1990,pay1991,pay1992,pay1993,pay1994,pay1995,pay1996,pay1997,pay1998,pay1999,pay2000,pay2001,pay2002,pay2003,pay2004,pay2005,pay2006,pay2007,pay2008,pay2009,pay2010,pay2011,pay2012,pay2013
23,Canton                   ,C,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37513,37513,37513,37513
23,Canton                   ,C,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,155738,92000,9993,55794,29963,0,22326,0,0,0,0,0,0,0,0
23,Canton                   ,C,Student Achievement,State,0,0,0,0,0,0,6250,0,500,6473,0,6586,0,0,0,0,0,0,0,0,0,0,0,0
23,Canton                   ,C,Teacher Standards Implementation,State,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Canton                   ,C,Transportation - Public,State,108962,107518,130119,91515,86912,77085,101126,107586,120101,85127,102629,98755,104154,86807,115483,97654,107311,107825,134313,108360,56471,46151,45780,43246
23,Canton                   ,C,Voc Agriculture - Tuition,State,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Canton                   ,C,Vocational Education Equipment,State,0,0,13871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Canton                   ,C,Youth Service Bureau,State,0,0,0,0,0,0,0,0,0,0,0,2990,9357,12906,14000,9105,14000,14000,19000,19000,19000,19000,19000,18888
24,Chaplin                  ,E,Adult Education,State,1320,2200,1752,1708,1845,1334,1468,1565,1722,1647,1651,1761,2029,1749,2063,1916,2615,2577,2991,3216,3282,3092,3186,3172
24,Chaplin                  ,E,Child Nutrition State Match,State,0,0,0,0,0,0,0,0,0,0,0,0,1178,1367,1375,1282,1319,1190,1073,974,884,820,898,842
24,Chaplin                  ,E,ECS/Alliance Dist Grants,State,1278359,1329493,1368567,1299281,1299294,1299294,1684325,1643561,1612427,1592741,1592697,1599568,1630962,1631226,1629380,1640695,1690247,1689105,1800255,1872626,1601219,1612551,1880888,1893247
24,Chaplin                  ,E,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,1924,1786,1951,1829
24,Chaplin                  ,E,Professional Development,State,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Quality Enhancement,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,4487
24,Chaplin                  ,E,School Building Projects,State,0,0,117700,435081,498227,410125,397647,385169,372691,376872,369946,356447,342947,329447,315947,302448,288948,275448,261948.55,248448.79,234949.07,193748.94,0,0
24,Chaplin                  ,E,School Readiness -Severe Need,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000,107000,107000,107000,107000,107000,107000,107000,107000
24,Chaplin                  ,E,Sp. Ed. - Equity,State,0,0,0,0,0,0,87263,114343,109412,74383,68507,25336,28015,0,0,0,0,18353,0,0,0,0,0,0
24,Chaplin                  ,E,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10402,0,2854,233,7357,0,0,0,0
24,Chaplin                  ,E,Sp. Ed. - Regular,State,159564,195618,207060,209917,256352,220513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Sp. Ed. - State Agency Placements,State,0,0,0,0,0,0,0,0,0,0,0,58150,38170,43869,38416,28893,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24262,24262,24262,24262
24,Chaplin                  ,E,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,85280,0,18628,13421,30129,0,0,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Student Achievement,State,0,0,0,0,0,0,867,0,299,827,0,2855,0,0,0,0,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Summer School Incentive,State,22197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Transitional School Districts,State,0,0,0,0,0,0,0,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0
24,Chaplin                  ,E,Transportation - Public,State,69857,75446,66823,54147,55291,46682,49226,59124,62725,61128,61964,66331,69524,55645,59277,60007,60601,61770,67175,66449,36534,36273,34101,31848
25,Cheshire                 ,B,Adult Education,State,23220,24515,19528,20211,25729,24286,21644,18282,16218,17102,26912,21296,18537,18702,18928,19842,18882,22009,30206,30885,26419,30529,30354,24168
25,Cheshire                 ,B,Child Nutrition State Match,State,23122,22344,18959,18150,17979,17838,17756,16719,16973,18153,18829,17804,18603,18011,18189,17751,19045,18781,18902,18620,18524,18641,18100,17977
25,Cheshire                 ,B,E.E.R.A - Public,State,19179,16172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,ECS/Alliance Dist Grants,State,6957018,6995140,7194305,6839808,6839808,6839808,8094253,7716651,7360956,7239656,7181485,7214120,7257013,7346279,7057649,7343753,7564382,7576451,8904318,9280597,7965445,7971841,9338186,9341304
25,Cheshire                 ,B,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36139,41688,41103,40307,40626,39333,39052
25,Cheshire                 ,B,Institute For Teaching And Learning,State,0,0,0,0,0,0,10000,0,0,0,0,0,12941,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Interdistrict Cooperative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75890,75890,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Magnet School,State,0,0,0,0,0,0,0,0,0,11280,11280,11280,10800,9600,11300,11752,11592,12180,12240,13300,15070,15600,15600,15552
25,Cheshire                 ,B,Nonpublic Health Services,State,0,0,0,0,0,0,0,3387,5624,7121,14437,14289,14410,14511,16762,16046,17811,18345,21495,19192,18262,17368,18640,22550
25,Cheshire                 ,B,Open Choice Program,State,0,0,0,0,0,0,0,0,0,90000,118716,70000,48000,56771,51318,51653,47256,35244,32500,32500,27500,35000,55653,75000
25,Cheshire                 ,B,Primary Mental Health,State,8500,8000,24000,17919,13804,14660,16600,14000,20000,0,0,20000,20000,17451,15555,16376,19315,21212,20000,19200,20000,19600,18050,17670
25,Cheshire                 ,B,Professional Development,State,7814,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,School Building Projects,State,244138,167570,597129,358543,397445,455598,739026,1176574,1148567,992634,2872773,2996860,1602472,1204668,1282431,1115306,751392,933649,773721.16,765846.54,879133.15,577389.66,602300.14,738222.33
25,Cheshire                 ,B,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,33509,42547,1308,17556,13816,17817,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Sp. Ed. - Excess Cost,State,196089,202509,257880,201030,172707,161194,155135,137674,192937,351454,319262,326986,252890,191507,203692,187076,320506,291173,363655,292759,313657,417455,440339,616606
25,Cheshire                 ,B,Sp. Ed. - Regular,State,1359761,1352772,1230138,1224707,1294268,1377513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Sp. Ed. - State Agency Placements,State,95017,51759,33599,41963,30669,33379,35892,20136,18801,62625,31009,42687,48456,33181,34151,115158,73087,160675,130586,165232,210656,320184,199719,182642
25,Cheshire                 ,B,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88999,88999,88999,88999
25,Cheshire                 ,B,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,141490,94499,128304,9945,54534,29868,0,105665,0,55781,0,0,0,0,0,0
25,Cheshire                 ,B,State Math & Science,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0
25,Cheshire                 ,B,Student Achievement,State,0,0,0,0,0,0,11824,22720,1383,0,26734,18922,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Summer School Incentive,State,15063,10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Tax Exempt Property,State,648,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Teacher Standards Implementation,State,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Transportation - Public,State,171091,182881,200439,185582,190124,185430,195430,155283,169940,209553,198699,224221,230176,198440,239278,217536,205920,225598,292397,271978,133961,155422,151092,172058
25,Cheshire                 ,B,Transportation-Nonpublic,State,0,0,144,374,182,0,277,5465,9585,14789,17748,19500,20841,22185,22223,22236,23943,28051,33152,29094,24265,27506,34786,38424
25,Cheshire                 ,B,Voc Agriculture - Tuition,State,3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Vocational Education Equipment,State,0,0,25193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Cheshire                 ,B,Youth Service Bureau,State,0,0,0,0,0,0,16202,16103,16035,16072,17733,17902,17832,17464,17474,17732,17772,17808,24057,24057,24062,24064,24064,23922
26,Chester                  ,E,Child Nutrition State Match,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,872,931,891,915,811,864,942,868,825
26,Chester                  ,E,E.E.R.A - Public,State,2105,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,ECS/Alliance Dist Grants,State,625236,648247,636276,331732,372688,408702,551291,552693,557059,559776,581117,581038,590802,569311,559087,557755,593041,600034,643307,665468,572815,578143,667133,665732
26,Chester                  ,E,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053,1886,1793
26,Chester                  ,E,Open Choice Program,State,0,0,0,0,0,0,0,0,0,0,0,6000,6000,10000,4000,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,Professional Development,State,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,School Building Projects,State,120451,327989,275593,238604,231163,223722,201355,220095,187669,133585,129118,124651,120184,119533,98052,94281,90510,88624,84852.68,82967.07,79195.83,-9961.2,0,0
26,Chester                  ,E,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,11478,16173,9372,5772,2403,0,0,0,1886,2068,0,0,0,0,0,0
26,Chester                  ,E,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,11962,0,197,0,0,0,24880,34982,32864,17262,22390,2147,24792,49174,44854,40738,0,0
26,Chester                  ,E,Sp. Ed. - Regular,State,110165,110182,108535,86893,91143,92485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,Sp. Ed. - State Agency Placements,State,0,0,0,0,0,0,0,16082,7953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,3480,3480,3480
26,Chester                  ,E,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,50700,10000,14987,15000,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,Student Achievement,State,0,0,0,0,0,0,3746,0,307,0,1612,2986,0,0,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,Teacher Standards Implementation,State,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Chester                  ,E,Transportation - Public,State,17831,19300,16810,13056,13734,12759,12476,12454,10405,11538,12872,13183,12508,10363,6315,5024,6760,5812,8477,6885,5244,5166,4338,3509
27,Clinton                  ,D,Adult Education,State,938,1568,1484,1336,1347,2673,2535,2886,2907,3045,3686,3797,3714,3915,3265,3390,3193,9535,10098,14839,19545,21317,20152,20139
27,Clinton                  ,D,Child Nutrition State Match,State,11282,11093,10787,10729,9846,9724,9752,9216,9336,8721,8375,8207,7849,7971,7941,6648,6675,6704,6297,6559,6141,5711,5596,5879
27,Clinton                  ,D,E.E.R.A - Public,State,23703,18546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,ECS/Alliance Dist Grants,State,4106335,4395553,4788917,4957514,4957514,4957514,5904985,5692022,5759327,5648950,5662724,5649616,5742594,5741066,5519025,5736379,5921071,5958535,6225601,6439027,5556228,5509250,6446019,6527971
27,Clinton                  ,D,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10033,13889,14478,13361,12447,12160,12771
27,Clinton                  ,D,Institute For Teaching And Learning,State,0,0,0,0,0,0,9610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Interdistrict Cooperative,State,0,0,0,0,0,0,0,0,29806,240950,184725,184725,169953,169983,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Open Choice Program,State,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Professional Development,State,4933,4972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,School Building Projects,State,379058,921197,728305,697707,560460,1996682,982690,1031317,1130851,852657,799857,741373,711296,664483,495489,468332,301374,2113472,1601314.78,351259.83,40144.46,154516.52,30680,0
27,Clinton                  ,D,Sp. Ed. - Equity,State,0,0,0,0,0,0,49799,62523,45374,62205,81567,85516,57304,0,0,0,10331,7301,0,0,0,0,0,0
27,Clinton                  ,D,Sp. Ed. - Excess Cost,State,12892,22788,31221,20622,13601,40303,49697,65658,92082,83392,88221,96941,40952,29840,82738,98103,314805,281879,299956,292022,316281,414649,349516,245063
27,Clinton                  ,D,Sp. Ed. - Regular,State,853612,856749,973896,865255,917297,1012724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Sp. Ed. - State Agency Placements,State,10334,5495,8188,15738,24989,33702,0,35000,25160,94760,65852,47733,203497,143722,229639,77696,131244,10343,76231,40658,2192,90630,40057,20778
27,Clinton                  ,D,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44745,44745,44745,44745
27,Clinton                  ,D,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,146250,0,67947,0,63508,30266,29920,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,State School Breakfast,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,3188
27,Clinton                  ,D,Student Achievement,State,0,0,0,0,0,0,0,8873,3400,0,976,14243,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Teacher Standards Implementation,State,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Transportation - Public,State,165566,185474,211940,180561,182419,189152,168701,169948,188898,195851,205379,205170,218283,180546,168247,144195,132486,116769,100051,112205,67382,63585,54923,42226
27,Clinton                  ,D,Voc Agriculture - Tuition,State,4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Clinton                  ,D,Youth Service Bureau,State,0,0,0,0,0,0,12000,12000,12000,12000,14000,14000,14000,14000,14000,14000,14000,14000,19000,19000,19000,19000,19000,18888
28,Colchester               ,D,Adult Education,State,12746,14252,12862,13440,13102,15368,16215,17232,17432,17990,18709,19668,19800,17263,18844,17178,21527,19708,21283,22715,22823,24172,24365,26497
28,Colchester               ,D,Child Nutrition State Match,State,4069,4451,4249,4060,4029,5748,5281,5801,6027,6041,6173,6611,6772,6990,7077,7257,7474,6877,9308,9691,10282,10130,8966,9677
28,Colchester               ,D,E.E.R.A - Public,State,12427,10591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,ECS/Alliance Dist Grants,State,3820015,4285984,4996955,5207217,5592830,6233460,7420572,7491512,7644200,7924072,8321310,8741424,9731675,10734690,10960227,11099736,11494647,11540190,12960643,13529614,11595838,11631081,13550768,13759751
28,Colchester               ,D,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14703,20528,21391,22372,22078,19484,21022
28,Colchester               ,D,Institute For Teaching And Learning,State,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Magnet School,State,0,0,0,0,0,0,0,0,2315,3600,1200,0,0,0,8400,3600,600,1290,1560,7800,0,0,0,0
28,Colchester               ,D,Other State Grants,State,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Preschool Quality Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20294,29706,0,0,0,0
28,Colchester               ,D,Professional Development,State,4141,4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Quality Enhancement,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971,4487
28,Colchester               ,D,Safe Learning Grant,State,0,0,0,0,0,0,0,0,0,0,0,0,9992,14000,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,School Building Projects,State,564563,583970,1126487,1372161,1949131,2030119,1957877,1907237,2484039,2296936,1833919,2749075,2558389,6508908,7950085,2221821,2605268,14796199,3638451.69,1168468.76,988209.83,2272205.39,304256.34,289554.81
28,Colchester               ,D,School Readiness -Severe Need,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107000,107000,107000,107000,107000,107000,107000,107000
28,Colchester               ,D,School Readiness Minor Capital Impr,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71834,0,0,0,0,0,0
28,Colchester               ,D,Sp. Ed. - Excess Cost,State,43442,30387,18857,19037,64458,191198,192719,260513,282871,234678,257097,277529,233396,307327,294582,426406,551584,500431,616346,389483,365700,495838,587715,736587
28,Colchester               ,D,Sp. Ed. - Regular,State,701099,810711,858086,872857,871803,1101242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Sp. Ed. - State Agency Placements,State,24598,22901,22810,4210,4455,78163,62523,77282,104812,259506,61277,130767,257345,152284,232373,237545,259505,416045,347246,536828,523333,516092,269764,250466
28,Colchester               ,D,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147170,147170,147170,147170
28,Colchester               ,D,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,76635,0,0,75641,95756,31680,0,88684,0,20100,0,0,0,0,0,0
28,Colchester               ,D,State Math & Science,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0
28,Colchester               ,D,State School Breakfast,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,9861
28,Colchester               ,D,Student Achievement,State,0,0,0,0,0,0,22380,0,0,30761,17879,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Teacher Standards Implementation,State,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Transportation - Public,State,168394,198264,221389,217747,226446,258942,269387,301961,316687,310398,328026,354638,392807,382725,402204,376716,477538,412496,394830,401482,221600,240726,216872,203028
28,Colchester               ,D,Voc Agriculture - Tuition,State,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Vocational Education Equipment,State,0,0,0,65302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Colchester               ,D,Youth Service Bureau,State,0,0,0,0,0,0,17237,17113,16999,16952,18652,18863,18776,18317,18329,18650,18702,18745,23744,23744,23750,23753,23753,23638
29,Colebrook                ,E,Adult Education,State,215,219,193,118,152,162,170,147,218,223,231,291,281,296,309,319,296,280,288,321,376,310,340,411
29,Colebrook                ,E,Child Nutrition State Match,State,747,747,758,775,803,873,825,786,792,822,813,774,869,780,718,657,674,646,708,691,671,646,581,546
29,Colebrook                ,E,ECS/Alliance Dist Grants,State,194231,202000,152781,31140,30937,147085,226214,215496,215863,219453,219615,224781,278470,337055,395757,410019,420273,421519,475572,489249,434648,424449,495359,506256
29,Colebrook                ,E,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,1562,1526,1461,1408,1263,1186
29,Colebrook                ,E,Professional Development,State,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Colebrook                ,E,School Building Projects,State,0,0,39585,67909,65445,62980,60516,58052,55588,81866,53885,46487,44638,92729,40863,38936,36984,30141,44772.61,26924.63,25284.35,23643.98,0,0
29,Colebrook                ,E,Sp. Ed. - Equity,State,0,0,0,0,0,0,1803,1947,613,2466,771,1332,4609,0,0,0,819,1783,0,0,0,0,0,0
29,Colebrook                ,E,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,17004,0,0,0,0,0,0,0,0,0,0,0,10849,2960,960,2769,0,0
29,Colebrook                ,E,Sp. Ed. - Regular,State,28817,28817,27655,16695,26867,32491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Colebrook                ,E,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303,3303,3303,3303
29,Colebrook                ,E,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,0,10000,16981,30000,0,0,0,0,0,0,0,0,0,0
29,Colebrook                ,E,Student Achievement,State,0,0,0,0,0,0,0,300,301,303,535,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Colebrook                ,E,Transportation - Public,State,11194,9657,7115,3809,4574,5066,5427,3807,6883,7030,7263,9683,8736,8972,8649,8937,8604,7715,7101,7647,4976,4057,4143,4877
30,Columbia                 ,C,Adult Education,State,898,1317,1011,1234,1339,1270,1077,1195,1254,1341,1333,1349,1552,1373,1347,1373,2275,1749,1878,2041,1991,2180,1884,2495
30,Columbia                 ,C,Child Nutrition State Match,State,2203,2359,2640,2524,2426,2487,1865,2522,2166,2294,1991,2028,2548,2553,2728,2581,2670,2734,2371,2323,2104,1966,1885,1853
30,Columbia                 ,C,E.E.R.A - Public,State,6273,4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Columbia                 ,C,ECS/Alliance Dist Grants,State,1333133,1453688,1407918,1469162,1692455,1692455,1906153,1832930,1787259,1807649,1859461,1916933,1991442,2079959,1987407,2080493,2163767,2168721,2476740,2544233,2130438,2174381,2560015,2499739
30,Columbia                 ,C,Healthy Foods Initiative,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284,4097,4025
30,Columbia                 ,C,Magnet School,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,2000,0,0
30,Columbia                 ,C,Professional Development,State,1177,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Columbia                 ,C,School Building Projects,State,54740,30181,30181,0,405374,312766,521907,672127,700518,680551,660259,639642,682602,765405,507036,500917,521396,403407,374434.52,359544.66,345225.69,329627.71,315449.24,184828.3
30,Columbia                 ,C,Sp. Ed. - Excess Cost,State,2737,2393,24407,32958,28316,34308,36289,0,18252,0,52109,52317,75050,72129,56079,50067,85342,97558,182472,178886,217530,149681,263906,195028
30,Columbia                 ,C,Sp. Ed. - Regular,State,193380,245146,252601,216392,220366,235527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Columbia                 ,C,Sp. Ed. - State Agency Placements,State,8916,20008,25944,60733,62260,62761,83781,78768,92627,118087,42390,40579,0,12406,12066,0,23142,19891,32690,54321,60842,41893,19554,36060
30,Columbia                 ,C,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35984,35984,35984,35984
30,Columbia                 ,C,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,16744,10000,37209,30516,0,0,0,0,0,0,0,0,0,0
30,Columbia                 ,C,Student Achievement,State,0,0,0,0,0,0,0,5458,0,6979,0,6730,0,0,0,0,0,0,0,0,0,0,0,0
30,Columbia                 ,C,Teacher Standards Implementation,State,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Columbia                 ,C,Transportation - Public,State,77659,81795,83738,81631,82172,77643,70579,73868,76840,81933,77565,75919,91854,84373,86782,86248,124867,98034,93311,92654,54195,53405,40356,53940
30,Columbia                 ,C,Youth Service Bureau,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17226
31,Cornwall                 ,C,E.E.R.A - Public,State,636,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Cornwall                 ,C,ECS/Alliance Dist Grants,State,52907,52907,24832,1830,1830,1830,14271,12892,11732,11145,11262,11381,28918,51244,51934,59206,60931,61099,81072,88378,55873,48995,71627,87585
31,Cornwall                 ,C,Professional Development,State,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Cornwall                 ,C,School Building Projects,State,0,175123,150124,128142,106097,102820,99544,99225,103227,99473,95692,91910,88128,84347,497159,239907,73002,69220,65438.35,61656.68,57875.07,49403,0,0
31,Cornwall                 ,C,Sp. Ed. - Equity,State,0,0,0,0,0,0,0,0,0,0,349,112,0,0,0,0,436,361,0,0,0,0,0,0
31,Cornwall                 ,C,Sp. Ed. - Excess Cost,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32361,13792,49890,54867,13735,13837,34794
31,Cornwall                 ,C,Sp. Ed. - Regular,State,37350,20066,18767,4446,3857,4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Cornwall                 ,C,Sp.Ed Excs Cost Student Supplmnt,State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,245,245
31,Cornwall                 ,C,State Funds For Tech Infrastructure,State,0,0,0,0,0,0,0,0,0,0,0,10000,10000,15000,0,0,0,0,0,0,0,0,0,0
31,Cornwall                 ,C,Student Achievement,State,0,0,0,0,0,0,0,3318,0,1254,977,4366,0,0,0,0,0,0,0,0,0,0,0,0
31,Cornwall                 ,C,Transportation - Public,State,14714,14975,15828,4480,0,0,3643,1000,1000,1000,1000,1000,1000,833,794,754,775,722,693,650,369,367,321,295
32,Coventry                 ,E,Adult Education,State,5713,6741,6328,6685,6301,6496,6342,6929,7682,7698,7775,7870,8168,8673,8973,8938,9731,9751,10450,12586,11790,10902,11046,11758
32,Coventry                 ,E,Child Nutrition State Match,State,7683,7845,7527,7131,7702,7808,8365,9121,9445,9900,11146,11606,11999,11230,11191,11092,11046,10810,10602,10193,9297,8316,8106,7347
